climber,ascent_date,suggested_grade,route,official_grade,parsed_dates,climbing_style,weight,date,year,official_grade_consistent
Will Bosi,Jun 2023,,Godzilla Sds,8b,19-06-2023,Boulder,flash,2023-06-19,2023.0,8b
Finley Wood,,,Godzilla Sds,8b,,Boulder,worked,,,8b
Thomas Huber,Between 13th Oct 2000 and 16th Oct 2000,,Golden Gate,e8,,Alternate Leads,worked,,,8a+
Alex Huber,Between 13th Oct 2000 and 16th Oct 2000,,Golden Gate,e8,,Alternate Leads,worked,,,8a+
Emily Harrington,2015,,Golden Gate,e8,19-11-2015,Lead,worked,2015-11-19,2015.0,8a+
Amity Warme,May 2021,,Golden Gate,e8,19-05-2021,Lead,ground up,2021-05-19,2021.0,8a+
Michaela Izakovičová,Nov 2023,,Golden Gate,e8,19-11-2023,Lead,worked,2023-11-19,2023.0,8a+
Tony Mitchell,1992,,Grooved Arete,8a+,19-11-1992,Lead,worked,1992-11-19,1992.0,8a+
Nick Clement,20th Jul 1998,,Grooved Arete,8a+,20-07-1998,Lead,worked,1998-07-20,1998.0,8a+
Rhoslyn Frugtniet,12th Jun 2021,,Grooved Arete,8a+,12-06-2021,Lead,worked,2021-12-06,2021.0,8a+
Jennifer Wood,26th Jul 2024,,Grooved Arete,8a+,26-07-2024,Lead,worked,2024-07-26,2024.0,8a+
Pete Chadwick,,,Grooved Arete,8a+,,Lead,worked,,,8a+
Kurt Albert,,,Hasse Brandler,e5,,Lead,worked,,,7a+
Catherine Destivelle,25th Jun 1999,,Hasse Brandler,e5,25-06-1999,Rope Solo,worked,1999-06-25,1999.0,7a+
Alex Huber,Aug 2002,,Hasse Brandler,e5,19-08-2002,Solo,worked,2002-08-19,2002.0,7a+
Richard Simpson,,,Hasse Brandler,e5,,Rope Solo,onsight,,,7a+
Airlie Anderson,,,Hasse Brandler,e5,,Rope Solo,,,,7a+
Roberto Vigiani,1999,,Hotel Supramonte,8b,19-11-1999,Alternate Leads,ground up,1999-11-19,1999.0,8b
Rolando Larcher,1999,,Hotel Supramonte,8b,19-11-1999,Alternate Leads,ground up,1999-11-19,1999.0,8b
Aleksandra Taistra,11th Oct 2019,,Hotel Supramonte,8b,11-10-2019,Lead,worked,2019-11-10,2019.0,8b
Stefan Glowacz,23rd Mar 2000,,Hotel Supramonte,8b,23-03-2000,Lead,worked,2000-03-23,2000.0,8b
Solveig Korherr,30th Oct 2023,,Hotel Supramonte,8b,30-10-2023,Lead,worked,2023-10-30,2023.0,8b
Markus Bock,2012,,House Of Shock,9a,19-11-2012,Lead,worked,2012-11-19,2012.0,9a
Adam Ondra,28th Oct 2013,,House Of Shock,9a,28-10-2013,Lead,worked,2013-10-28,2013.0,9a
Alex Megos,16th Nov 2016,,House Of Shock,9a,16-11-2016,Lead,worked,2016-11-16,2016.0,9a
Pirmin Bertle,5th Dec 2019,,House Of Shock,9a,05-12-2019,Lead,worked,2019-05-12,2019.0,9a
Jan Hojer,13th Jul 2020,,House Of Shock,9a,13-07-2020,Lead,worked,2020-07-13,2020.0,9a
Dougie Hall,1990s,,Huecool,8b,19-11-2024,Lead,worked,2024-11-19,2024.0,8b
Mike Owen,20th Jun 1993,,Huecool,8b,20-06-1993,Lead,worked,1993-06-20,1993.0,8b
Lucy Creamer,Between 1st May 2003 and 1st Jan 2004,,Huecool,8b,,Lead,worked,,,8b
Karin Magog,20th May 2004,,Huecool,8b,20-05-2004,Lead,worked,2004-05-20,2004.0,8b
Lucy Mitchell,21st Jun 2013,,Huecool,8b,21-06-2013,Lead,worked,2013-06-21,2013.0,8b
Malcolm Smith,7th Jul 2010,,Hunger,9a,07-07-2010,Lead,worked,2010-07-07,2010.0,9a
Will Bosi,3rd Apr 2018,,Hunger,9a,03-04-2018,Lead,worked,2018-03-04,2018.0,9a
Dave MacLeod,2019,,Hunger,9a,19-11-2019,Lead,worked,2019-11-19,2019.0,9a
Hamish McArthur,14th Sep 2022,,Hunger,9a,14-09-2022,Lead,worked,2022-09-14,2022.0,9a
Rob Sutton,May 2023,,Hunger,9a,19-05-2023,Lead,worked,2023-05-19,2023.0,9a
Paul Robinson,12th Oct 2010,,Ill Thrill,8b+,12-10-2010,Boulder,worked,2010-12-10,2010.0,8b+
Micky Page,Apr 2011,,Ill Thrill,8b+,19-04-2011,Boulder,worked,2011-04-19,2011.0,8b+
Daniel Woods,19th Apr 2011,,Ill Thrill,8b+,19-04-2011,Boulder,worked,2011-04-19,2011.0,8b+
Toby Saxton,12th May 2018,,Ill Thrill,8b+,12-05-2018,Boulder,worked,2018-12-05,2018.0,8b+
Jakob Schubert,28th Jul 2020,8B+/8C,Ill Thrill,8b+,28-07-2020,Boulder,worked,2020-07-28,2020.0,8b+
Rikar Otegi,10th May 2002,9a,Iñi Ameriketan,9a+,10-05-2002,Lead,worked,2002-10-05,2002.0,9a+
Patxi Usobiaga,Apr 2003,9a,Iñi Ameriketan,9a+,19-04-2003,Lead,worked,2003-04-19,2003.0,9a+
Adam Ondra,9th May 2014,9a+,Iñi Ameriketan,9a+,09-05-2014,Lead,worked,2014-09-05,2014.0,9a+
Iban Larrión,Mar 2016,9a+,Iñi Ameriketan,9a+,19-03-2016,Lead,worked,2016-03-19,2016.0,9a+
Ainhize Belar,7th Sep 2024,9a+,Iñi Ameriketan,9a+,07-09-2024,Lead,worked,2024-07-09,2024.0,9a+
Daniel Woods,9th May 2008,,In Search Of Time Lost,8c,09-05-2008,Boulder,worked,2008-09-05,2008.0,8c
Dai Koyamada,Aug 2011,,In Search Of Time Lost,8c,19-08-2011,Boulder,worked,2011-08-19,2011.0,8c
Carlo Traversi,19th Oct 2012,,In Search Of Time Lost,8c,19-10-2012,Boulder,worked,2012-10-19,2012.0,8c
Tamas Zupan,10th Jul 2014,,In Search Of Time Lost,8c,10-07-2014,Boulder,worked,2014-10-07,2014.0,8c
Simon Boes,15th Apr 2024,,In Search Of Time Lost,8c,15-04-2024,Boulder,worked,2024-04-15,2024.0,8c
Jimmy Webb,1st Sep 2014,,I Shot The Sheriff,8b,01-09-2014,Boulder,worked,2014-01-09,2014.0,8b
Ethan Salvo,13th Oct 2023,,I Shot The Sheriff,8b,13-10-2023,Boulder,worked,2023-10-13,2023.0,8b
Keenan Takahashi,17th Aug 2017,,I Shot The Sheriff,8b,17-08-2017,Boulder,worked,2017-08-17,2017.0,8b
Ben Herrington,17th Nov 2017,,I Shot The Sheriff,8b,17-11-2017,Boulder,worked,2017-11-17,2017.0,8b
Hamish McArthur,11th Sep 2024,,I Shot The Sheriff,8b,11-09-2024,Boulder,worked,2024-11-09,2024.0,8b
Jerry Moffatt,1989,,Jerrys Roof,7c,19-11-1989,Boulder,worked,1989-11-19,1989.0,7c
Jennifer Wood,25th May 2019,,Jerrys Roof,7c,25-05-2019,Boulder,worked,2019-05-25,2019.0,7c
Zoe Wood,2021,,Jerrys Roof,7c,19-11-2021,Boulder,worked,2021-11-19,2021.0,7c
Flo Tilley,13th Oct 2023,,Jerrys Roof,7c,13-10-2023,Boulder,worked,2023-10-13,2023.0,7c
Emily Philips,,,Jerrys Roof,7c,,Boulder,worked,,,7c
Klemen Bečan,1st Mar 2016,,Joe Mama,9a+,01-03-2016,Lead,worked,2016-01-03,2016.0,9a+
Chris Sharma,Oct 2016,,Joe Mama,9a+,19-10-2016,Lead,worked,2016-10-19,2016.0,9a+
Jakob Schubert,Dec 2016,,Joe Mama,9a+,19-12-2016,Lead,worked,2016-12-19,2016.0,9a+
Sean Bailey,Mar 2019,,Joe Mama,9a+,19-03-2019,Lead,worked,2019-03-19,2019.0,9a+
Anak Verhoeven,5th Nov 2019,,Joe Mama,9a+,05-11-2019,Lead,worked,2019-05-11,2019.0,9a+
Giuliano Cameroni,1st Sep 2010,,Kingda Ka,8b,01-09-2010,Boulder,worked,2010-01-09,2010.0,8b
Siara Fabbri,15th Jul 2023,,Kingda Ka,8b,15-07-2023,Boulder,worked,2023-07-15,2023.0,8b
Alizée Dufraisse,16th Oct 2023,,Kingda Ka,8b,16-10-2023,Boulder,worked,2023-10-16,2023.0,8b
Iris Bielli,13th Jun 2024,,Kingda Ka,8b,13-06-2024,Boulder,worked,2024-06-13,2024.0,8b
Davide Bassotto,,,Kingda Ka,8b,,Boulder,flash,,,8b
Euan MacFadyen,Aug 2014,,King Of Limbs,8b,19-08-2014,Boulder,worked,2014-08-19,2014.0,8b
James Noble,17th Aug 2016,,King Of Limbs,8b,17-08-2016,Boulder,worked,2016-08-17,2016.0,8b
Liam Vance,4th Jul 2017,,King Of Limbs,8b,04-07-2017,Boulder,worked,2017-04-07,2017.0,8b
Dave Mason,,,King Of Limbs,8b,,Boulder,worked,,,8b
Anthony Gullsten,,,King Of Limbs,8b,,Boulder,flash,,,8b
Carlos Logroño,,8b+,La Fuerza De La Gravedad,e9,,Lead,worked,,,8b
Hannes Puman,2018,,La Fuerza De La Gravedad,e9,19-11-2018,Lead,worked,2018-11-19,2018.0,8b
Tom Randall,2019,8b,La Fuerza De La Gravedad,e9,19-11-2019,Lead,worked,2019-11-19,2019.0,8b
Pete Whittaker,Oct 2022,8b (soft),La Fuerza De La Gravedad,e9,19-10-2022,Lead,flash,2022-10-19,2022.0,8b
Anak Verhoeven,27th Oct 2023,,La Fuerza De La Gravedad,e9,27-10-2023,Lead,worked,2023-10-27,2023.0,8b
Bernard Poisson,1958,,Le Toit De Ben,e7,19-11-1958,Aid,worked,1958-11-19,1958.0,7c+
Erwin Hogson,1958,,Le Toit De Ben,e7,19-11-1958,Aid,worked,1958-11-19,1958.0,7c+
Francois Roy,1987,,Le Toit De Ben,e7,19-11-1987,Lead,worked,1987-11-19,1987.0,7c+
Nathalie Malo,2010,,Le Toit De Ben,e7,19-11-2010,Lead,worked,2010-11-19,2010.0,7c+
Jean-Pierre Ouellet,,,Le Toit De Ben,e7,,Lead,worked,,,7c+
Neil Gresham,4th Sep 2021,,Lexicon,e11,04-09-2021,Lead,worked,2021-04-09,2021.0,8c+
Steve McClure,21st Sep 2021,,Lexicon,e11,21-09-2021,Lead,worked,2021-09-21,2021.0,8c+
Dave MacLeod,27th Mar 2022,,Lexicon,e11,27-03-2022,Lead,worked,2022-03-27,2022.0,8c+
Mathew Wright,19th May 2022,,Lexicon,e11,19-05-2022,Lead,worked,2022-05-19,2022.0,8c+
James Pearson,11th Jun 2022,,Lexicon,e11,11-06-2022,Lead,worked,2022-11-06,2022.0,8c+
Stefano Ghisolfi,29th Aug 2010,,Lextremacura,8c,29-08-2010,Lead,worked,2010-08-29,2010.0,8c
Claudia Ghisolfi,7th Sep 2019,,Lextremacura,8c,07-09-2019,Lead,worked,2019-07-09,2019.0,8c
Oriane Bertone,31st Jul 2020,,Lextremacura,8c,31-07-2020,Lead,worked,2020-07-31,2020.0,8c
Tommy Gió,29th May 2021,,Lextremacura,8c,29-05-2021,Lead,flash,2021-05-29,2021.0,8c
Alex Ventajas,12th Aug 2024,,Lextremacura,8c,12-08-2024,Lead,flash,2024-12-08,2024.0,8c
Fred Nicole,14th Mar 2009,,Lisola Che No Cé,9a,14-03-2009,Lead,worked,2009-03-14,2009.0,9a
David Firnenburg,2018,,Lisola Che No Cé,9a,19-11-2018,Lead,worked,2018-11-19,2018.0,9a
Christof Rauch,15th Apr 2022,,Lisola Che No Cé,9a,15-04-2022,Lead,worked,2022-04-15,2022.0,9a
Marco Müller,27th Mar 2024,,Lisola Che No Cé,9a,27-03-2024,Lead,worked,2024-03-27,2024.0,9a
Lukas Götz,26th Apr 2024,,Lisola Che No Cé,9a,26-04-2024,Lead,worked,2024-04-26,2024.0,9a
Dan Varian,2017,,Master Of Stone,8b,19-11-2017,Boulder,worked,2017-11-19,2017.0,8b
Adam Watson,28th Nov 2020,,Master Of Stone,8b,28-11-2020,Boulder,worked,2020-11-28,2020.0,8b
Dan Turner,12th Dec 2020,,Master Of Stone,8b,12-12-2020,Boulder,worked,2020-12-12,2020.0,8b
Tim Blake,22nd Dec 2020,,Master Of Stone,8b,22-12-2020,Boulder,worked,2020-12-22,2020.0,8b
Joe Lawson,4th Jan 2022,,Master Of Stone,8b,04-01-2022,Boulder,worked,2022-04-01,2022.0,8b
James Litz,17th Mar 2009,,Masterpiece,8b,17-03-2009,Boulder,worked,2009-03-17,2009.0,8b
Anthony Chertudi,17th Mar 2009,,Masterpiece,8b,17-03-2009,Boulder,worked,2009-03-17,2009.0,8b
Paul Robinson,31st Oct 2009,,Masterpiece,8b,31-10-2009,Boulder,worked,2009-10-31,2009.0,8b
Carlo Traversi,2nd Nov 2009,,Masterpiece,8b,02-11-2009,Boulder,worked,2009-02-11,2009.0,8b
Allison Vest,30th Oct 2021,,Masterpiece,8b,30-10-2021,Boulder,worked,2021-10-30,2021.0,8b
Jerry Moffatt,14th Jul 1983,,Masters Wall,e7,14-07-1983,Lead,worked,1983-07-14,1983.0,7c+
John Redhead,1984,,Masters Wall,e7,19-11-1984,Lead,worked,1984-11-19,1984.0,7c+
Leo Houlding,Between 1st Jun 1996 and 1st Sep 1996,,Masters Wall,e7,,Lead,onsight,,,7c+
James McHaffie,28th Jun 2018,E9,Masters Wall,e7,28-06-2018,Lead,worked,2018-06-28,2018.0,7c+
Neil Dyer,Aug 2011,,Megalopa,8c+,19-08-2011,Lead,worked,2011-08-19,2011.0,8c+
Pete Robins,2011,,Megalopa,8c+,19-11-2011,Lead,worked,2011-11-19,2011.0,8c+
James McHaffie,Apr 2015,,Megalopa,8c+,19-04-2015,Lead,worked,2015-04-19,2015.0,8c+
Oli Grounsell,Apr 2015,,Megalopa,8c+,19-04-2015,Lead,worked,2015-04-19,2015.0,8c+
Jordan Buys,31st May 2019,,Megalopa,8c+,31-05-2019,Lead,worked,2019-05-31,2019.0,8c+
Beth Rodden,14th Feb 2008,,Meltdown,e11,14-02-2008,Lead,worked,2008-02-14,2008.0,8c+
Carlo Traversi,Nov 2018,,Meltdown,e11,19-11-2018,Lead,worked,2018-11-19,2018.0,8c+
Jacopo Larcher,Nov 2022,,Meltdown,e11,19-11-2022,Lead,worked,2022-11-19,2022.0,8c+
Barbara Zangerl,28th Oct 2023,,Meltdown,e11,28-10-2023,Lead,worked,2023-10-28,2023.0,8c+
Connor Herson,23rd Nov 2023,,Meltdown,e11,23-11-2023,Lead,worked,2023-11-23,2023.0,8c+
Dave Graham,31st Dec 2011,,Memory Is Parallax,8b+,31-12-2011,Boulder,worked,2011-12-31,2011.0,8b+
Isabelle Faus,15th Feb 2019,,Memory Is Parallax,8b+,15-02-2019,Boulder,worked,2019-02-15,2019.0,8b+
Ben Blackmore,2022,,Memory Is Parallax,8b+,19-11-2022,Boulder,worked,2022-11-19,2022.0,8b+
Sam Struthers,19th Nov 2023,,Memory Is Parallax,8b+,19-11-2023,Boulder,worked,2023-11-19,2023.0,8b+
Zach Lerner,,,Memory Is Parallax,8b+,,Boulder,worked,,,8b+
Al Evans,1972,,Menopause,e5,19-11-1972,Boulder,,1972-11-19,1972.0,7a+
Chris Hamper,1980,,Menopause,e5,19-11-1980,Lead,onsight,1980-11-19,1980.0,7a+
Gabe Reagan,1975,,Menopause,e5,19-11-1975,Lead,,1975-11-19,1975.0,7a+
Simon Nadin,1985,,Menopause,e5,19-11-1985,Solo,onsight,1985-11-19,1985.0,7a+
Dave Pickford,25th May 2009,,Mercia Wall,e8,25-05-2009,Lead,worked,2009-05-25,2009.0,8a+
Emma Twyford,2021,,Mercia Wall,e8,19-11-2021,Lead,worked,2021-11-19,2021.0,8a+
Ian Cooper,3rd Jun 2023,,Mercia Wall,e8,03-06-2023,Lead,worked,2023-03-06,2023.0,8a+
Daphne Kyriakaki,Aug 2024,,Mercia Wall,e8,19-08-2024,Lead,worked,2024-08-19,2024.0,8a+
Maddy Cope,,,Mercia Wall,e8,,Lead,worked,,,8a+
Nalle Hukkataival,Nov 2012,8C,Momentum,8b+,19-11-2012,Boulder,worked,2012-11-19,2012.0,8b+
Jan Hojer,20th Nov 2012,8B+,Momentum,8b+,20-11-2012,Boulder,worked,2012-11-20,2012.0,8b+
Florian Wientjes,Between 1st Jan 2022 and 1st Jan 2024,,Momentum,8b+,,Boulder,worked,,,8b+
Aidan Roberts,Apr 2023,,Momentum,8b+,19-04-2023,Boulder,flash,2023-04-19,2023.0,8b+
Roman Yalowitz,,,Momentum,8b+,,Boulder,worked,,,8b+
Dave Graham,2012,,Monkey Business,8b,19-11-2012,Boulder,worked,2012-11-19,2012.0,8b
Thilo Schröter,3rd Jun 2016,,Monkey Business,8b,03-06-2016,Boulder,flash,2016-03-06,2016.0,8b
Philipp Geisenhoff,2024,,Monkey Business,8b,19-11-2024,Boulder,flash,2024-11-19,2024.0,8b
Simone Tentori,14th Aug 2024,,Monkey Business,8b,14-08-2024,Boulder,flash,2024-08-14,2024.0,8b
Ethan Pringle,,,Monkey Business,8b,,Boulder,flash,,,8b
Jim Pope,27th May 2018,,Mr. Hyde,8c+,27-05-2018,Lead,worked,2018-05-27,2018.0,8c+
Billy Ridal,17th Aug 2020,,Mr. Hyde,8c+,17-08-2020,Lead,worked,2020-08-17,2020.0,8c+
Alex Waterhouse,17th Aug 2020,,Mr. Hyde,8c+,17-08-2020,Lead,worked,2020-08-17,2020.0,8c+
Miho Nonaka,15th Sep 2021,,Mr. Hyde,8c+,15-09-2021,Lead,worked,2021-09-15,2021.0,8c+
Wiz Fineron,,,Mr. Hyde,8c+,,Lead,worked,,,8c+
Steve McClure,14th Oct 1998,9a,Mutation,9a+,14-10-1998,Lead,worked,1998-10-14,1998.0,9a+
Will Bosi,Oct 2021,9a+,Mutation,9a+,19-10-2021,Lead,worked,2021-10-19,2021.0,9a+
Erik Grandelius,10th Jul 2012,,Muy Verdes,8c,10-07-2012,Lead,worked,2012-10-07,2012.0,8c
Adam Ondra,11th Jul 2012,,Muy Verdes,8c,11-07-2012,Lead,onsight,2012-11-07,2012.0,8c
Marcello Bombardi,8th Aug 2020,,Muy Verdes,8c,08-08-2020,Lead,flash,2020-08-08,2020.0,8c
Domen Škofic,18th Sep 2023,,Muy Verdes,8c,18-09-2023,Lead,flash,2023-09-18,2023.0,8c
Dave Barrans,Sep 2024,,Muy Verdes,8c,19-09-2024,Lead,worked,2024-09-19,2024.0,8c
Jean-Pierre Ouellet,1st Nov 2011,,Necronomicon,e9,01-11-2011,Lead,worked,2011-01-11,2011.0,8b
Tom Randall,Apr 2019,,Necronomicon,e9,19-04-2019,Lead,worked,2019-04-19,2019.0,8b
Pete Whittaker,Apr 2019,,Necronomicon,e9,19-04-2019,Lead,worked,2019-04-19,2019.0,8b
Mary Eden,7th Oct 2022,,Necronomicon,e9,07-10-2022,Lead,worked,2022-07-10,2022.0,8b
Bronwyn Hodgins,20th Nov 2022,8b,Necronomicon,e9,20-11-2022,Lead,worked,2022-11-20,2022.0,8b
Christian Core,,,Nem,8b+,,Boulder,worked,,,8b+
Daniel Woods,3rd Mar 2015,,Nem,8b+,03-03-2015,Boulder,worked,2015-03-03,2015.0,8b+
Dave Graham,12th Mar 2015,,Nem,8b+,12-03-2015,Boulder,worked,2015-12-03,2015.0,8b+
Giacomo Raimondi,3rd Oct 2019,,Nem,8b+,03-10-2019,Boulder,worked,2019-03-10,2019.0,8b+
Sam Weir,9th Apr 2023,,Nem,8b+,09-04-2023,Boulder,worked,2023-09-04,2023.0,8b+
Cédric Lachat,2005,,Nobody Is Perfect,8c,19-11-2005,Lead,onsight,2005-11-19,2005.0,8c
Solveig Korherr,1st May 2019,,Nobody Is Perfect,8c,01-05-2019,Lead,worked,2019-01-05,2019.0,8c
Adam Ondra,18th Oct 2020,8b+/8c,Nobody Is Perfect,8c,18-10-2020,Lead,onsight,2020-10-18,2020.0,8c
Martina Demmel,28th Sep 2023,,Nobody Is Perfect,8c,28-09-2023,Lead,worked,2023-09-28,2023.0,8c
Noé Looser,4th Oct 2023,,Nobody Is Perfect,8c,04-10-2023,Lead,worked,2023-04-10,2023.0,8c
Dani Fuertes,6th Jun 2017,,No Pain No Gain,9a+,06-06-2017,Lead,worked,2017-06-06,2017.0,9a+
Gonzalo Larrocha,23rd Sep 2017,,No Pain No Gain,9a+,23-09-2017,Lead,worked,2017-09-23,2017.0,9a+
Anak Verhoeven,Oct 2022,,No Pain No Gain,9a+,19-10-2022,Lead,worked,2022-10-19,2022.0,9a+
Martin Tekles,7th Oct 2022,,No Pain No Gain,9a+,07-10-2022,Lead,worked,2022-07-10,2022.0,9a+
Alex Ventajas,28th Apr 2024,,No Pain No Gain,9a+,28-04-2024,Lead,worked,2024-04-28,2024.0,9a+
Dave Birkett,May 2005,E8,Nowt Burra Fleein Thing,e8,19-05-2005,Lead,worked,2005-05-19,2005.0,8a+
Chris Fisher,14th Sep 2013,,Nowt Burra Fleein Thing,e8,14-09-2013,Lead,worked,2013-09-14,2013.0,8a+
Jon Freeman,2nd Sep 2017,,Nowt Burra Fleein Thing,e8,02-09-2017,Lead,worked,2017-02-09,2017.0,8a+
Calum Coldwell-Story,2nd Sep 2017,,Nowt Burra Fleein Thing,e8,02-09-2017,Lead,worked,2017-02-09,2017.0,8a+
Craig Matheson,29th Jun 2019,,Nowt Burra Fleein Thing,e8,29-06-2019,Lead,worked,2019-06-29,2019.0,8a+
Ben Bransby,Nov 2013,,Parthian Shot,e10,19-11-2013,Lead,worked,2013-11-19,2013.0,8b+
Neil Mawson,Apr 2014,,Parthian Shot,e10,19-04-2014,Lead,worked,2014-04-19,2014.0,8b+
Siebe Vanhee,28th Oct 2021,E9,Parthian Shot,e10,28-10-2021,Lead,worked,2021-10-28,2021.0,8b+
Jacopo Larcher,7th Jul 2023,,Parthian Shot,e10,07-07-2023,Lead,worked,2023-07-07,2023.0,8b+
James Pearson,Aug 2023,,Parthian Shot,e10,19-08-2023,Lead,worked,2023-08-19,2023.0,8b+
Jorge Díaz-Rullo,26th Aug 2019,9a+,Patanics,9a+,26-08-2019,Lead,worked,2019-08-26,2019.0,9a+
Sébastien Bouin,Oct 2019,9a/9a+,Patanics,9a+,19-10-2019,Lead,worked,2019-10-19,2019.0,9a+
Dani Fuertes,25th May 2021,9a+/9b,Patanics,9a+,25-05-2021,Lead,worked,2021-05-25,2021.0,9a+
Gonzalo Larrocha,18th Oct 2022,,Patanics,9a+,18-10-2022,Lead,worked,2022-10-18,2022.0,9a+
Martin Tekles,22nd Sep 2023,9a+/9b,Patanics,9a+,22-09-2023,Lead,worked,2023-09-22,2023.0,9a+
Buster Martin,25th Apr 2021,,Persian Dawn,8c+,25-04-2021,Lead,worked,2021-04-25,2021.0,8c+
Pete Dawson,30th Oct 2021,,Persian Dawn,8c+,30-10-2021,Lead,worked,2021-10-30,2021.0,8c+
Will Bosi,10th Nov 2021,,Persian Dawn,8c+,10-11-2021,Lead,worked,2021-10-11,2021.0,8c+
Alex Norton,11th Feb 2023,,Persian Dawn,8c+,11-02-2023,Lead,worked,2023-11-02,2023.0,8c+
Felix Wilkins,30th Sep 2023,,Persian Dawn,8c+,30-09-2023,Lead,worked,2023-09-30,2023.0,8c+
Alex Honnold,2017,,Pineapple Express Variation,8a+,19-11-2017,Alternate Leads,worked,2017-11-19,2017.0,8a+
Sonnie Trotter,2017,,Pineapple Express Variation,8a+,19-11-2017,Alternate Leads,worked,2017-11-19,2017.0,8a+
Sébastien Berthe,Apr 2022,,Pineapple Express Variation,8a+,19-04-2022,Lead,ground up,2022-04-19,2022.0,8a+
Amity Warme,2023,,Pineapple Express Variation,8a+,19-11-2023,Alternate Leads,ground up,2023-11-19,2023.0,8a+
Angus Kille,13th Nov 2023,,Pineapple Express Variation,8a+,13-11-2023,Lead,worked,2023-11-13,2023.0,8a+
Jerry Moffatt,1987,,Powerband,7c,19-11-1987,Boulder,worked,1987-11-19,1987.0,7c
Hazel Dearlove,26th Sep 2020,,Powerband,7c,26-09-2020,Boulder,worked,2020-09-26,2020.0,7c
Rae Cowie,,,Powerband,7c,,Boulder,worked,,,7c
Malcolm Smith,,,Powerband,7c,,Boulder,worked,,,7c
Michaela Tracy,,,Powerband,7c,,Boulder,worked,,,7c
Chris Sharma,2010,,Power Inverter,9a+,19-11-2010,Lead,worked,2010-11-19,2010.0,9a+
Adam Ondra,25th Jan 2013,,Power Inverter,9a+,25-01-2013,Lead,worked,2013-01-25,2013.0,9a+
Ramón Julián Puigblanque,3rd Mar 2014,,Power Inverter,9a+,03-03-2014,Lead,worked,2014-03-03,2014.0,9a+
Sachi Amma,16th Feb 2015,,Power Inverter,9a+,16-02-2015,Lead,worked,2015-02-16,2015.0,9a+
Jonathan Siegrest,2nd Dec 2015,,Power Inverter,9a+,02-12-2015,Lead,worked,2015-02-12,2015.0,9a+
Mick Fowler,5th May 1979,,Private World,e5,05-05-1979,Alternate Leads,onsight,1979-05-05,1979.0,7a+
Frank Ramsey,9th Aug 1989,,Private World,e5,09-08-1989,Alternate Leads,onsight,1989-09-08,1989.0,7a+
Crispin Waddy,9th Aug 1989,,Private World,e5,09-08-1989,Alternate Leads,,1989-09-08,1989.0,7a+
Clark Alston,Aug 1997,,Private World,e5,19-08-1997,Alternate Leads,onsight,1997-08-19,1997.0,7a+
Ian Parnell,Aug 1997,,Private World,e5,19-08-1997,Alternate Leads,onsight,1997-08-19,1997.0,7a+
Stefan Fürst,1996,8c+/9a,Qui,9a+,19-11-1996,Lead,worked,1996-11-19,1996.0,9a+
Adam Ondra,19th Sep 2019,9a+,Qui,9a+,19-09-2019,Lead,worked,2019-09-19,2019.0,9a+
Roland Hemetzberger,Jun 2020,9a+,Qui,9a+,19-06-2020,Lead,worked,2020-06-19,2020.0,9a+
Alfons Dornauer,13th Jul 2022,,Qui,9a+,13-07-2022,Lead,worked,2022-07-13,2022.0,9a+
Jakob Schubert,2nd Oct 2023,,Qui,9a+,02-10-2023,Lead,worked,2023-02-10,2023.0,9a+
Klem Loskot,2005,,Ray Of Light,8b,19-11-2005,Boulder,worked,2005-11-19,2005.0,8b
Nina Williams,14th Jul 2015,,Ray Of Light,8b,14-07-2015,Boulder,worked,2015-07-14,2015.0,8b
James Squire,8th Jun 2018,,Ray Of Light,8b,08-06-2018,Boulder,worked,2018-08-06,2018.0,8b
Eliot Stephens,19th Jun 2018,,Ray Of Light,8b,19-06-2018,Boulder,worked,2018-06-19,2018.0,8b
Alizée Dufraisse,10th Jul 2019,,Ray Of Light,8b,10-07-2019,Boulder,worked,2019-10-07,2019.0,8b
Fred Nicole,1999,,Reve De Faire,8a+,19-11-1999,Boulder,worked,1999-11-19,1999.0,8a+
Markus Bock,Sep 2000,,Reve De Faire,8a+,19-09-2000,Boulder,worked,2000-09-19,2000.0,8a+
Dave Graham,Jul 2001,,Reve De Faire,8a+,19-07-2001,Boulder,worked,2001-07-19,2001.0,8a+
Samuel Ometz,Sep 2013,,Reve De Faire,8a+,19-09-2013,Boulder,worked,2013-09-19,2013.0,8a+
Alizée Dufraisse,16th Jul 2024,,Reve De Faire,8a+,16-07-2024,Boulder,worked,2024-07-16,2024.0,8a+
Dani Andrada,28th Nov 2004,,Rock Fucks,8b+,28-11-2004,Lead,worked,2004-11-28,2004.0,8b+
Sachi Amma,5th Feb 2015,,Rock Fucks,8b+,05-02-2015,Lead,onsight,2015-05-02,2015.0,8b+
Adam Ondra,11th Feb 2015,,Rock Fucks,8b+,11-02-2015,Lead,onsight,2015-11-02,2015.0,8b+
Domen Škofic,9th Dec 2015,,Rock Fucks,8b+,09-12-2015,Lead,onsight,2015-09-12,2015.0,8b+
Alex Barrows,5th Nov 2023,,Rock Fucks,8b+,05-11-2023,Lead,flash,2023-05-11,2023.0,8b+
Nalle Hukkataival,May 2018,,Room Service Low,8b+,19-05-2018,Boulder,worked,2018-05-19,2018.0,8b+
Andy Lamb,11th Oct 2021,8B+ (hard),Room Service Low,8b+,11-10-2021,Boulder,worked,2021-11-10,2021.0,8b+
