athlete,country,event,round,discipline,boulder,top,zone
Anze PEHARC,SLO,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Final,Boulder • Men,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Final-3",1,1
Anze PEHARC,SLO,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Final,Boulder • Men,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Final-4",1,1
Kokoro FUJII,JPN,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Final,Boulder • Men,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Final-1",2,2
Kokoro FUJII,JPN,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Final,Boulder • Men,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Final-2",4,4
Kokoro FUJII,JPN,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Final,Boulder • Men,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Final-3",2,1
Kokoro FUJII,JPN,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Final,Boulder • Men,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Final-4",1,1
Jongwon CHON,KOR,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Final,Boulder • Men,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Final-1",2,2
Jongwon CHON,KOR,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Final,Boulder • Men,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Final-2",1,1
Jongwon CHON,KOR,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Final,Boulder • Men,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Final-3",,1
Jongwon CHON,KOR,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Final,Boulder • Men,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Final-4",1,1
Rei KAWAMATA,JPN,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Final,Boulder • Men,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Final-1",4,4
Rei KAWAMATA,JPN,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Final,Boulder • Men,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Final-2",,
Rei KAWAMATA,JPN,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Final,Boulder • Men,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Final-3",2,1
Rei KAWAMATA,JPN,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Final,Boulder • Men,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Final-4",1,1
Ross FULKERSON,USA,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Final,Boulder • Men,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Final-1",,
Ross FULKERSON,USA,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Final,Boulder • Men,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Final-2",,
Ross FULKERSON,USA,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Final,Boulder • Men,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Final-3",2,1
Ross FULKERSON,USA,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Final,Boulder • Men,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Final-4",2,2
Miho NONAKA,JPN,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-1",1,1
Miho NONAKA,JPN,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-2",2,1
Miho NONAKA,JPN,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-3",4,4
Miho NONAKA,JPN,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-4",1,1
Miho NONAKA,JPN,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-5",3,3
Afra HÖNIG,GER,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-1",1,1
Afra HÖNIG,GER,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-2",1,1
Afra HÖNIG,GER,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-3",1,1
Afra HÖNIG,GER,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-4",1,1
Afra HÖNIG,GER,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-5",2,2
Natalia GROSSMAN,USA,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-1",1,1
Natalia GROSSMAN,USA,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-2",1,1
Natalia GROSSMAN,USA,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-3",4,4
Natalia GROSSMAN,USA,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-4",1,1
Natalia GROSSMAN,USA,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-5",1,1
Oriane BERTONE,FRA,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-1",1,1
Oriane BERTONE,FRA,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-2",1,1
Oriane BERTONE,FRA,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-3",1,1
Oriane BERTONE,FRA,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-4",2,2
Oriane BERTONE,FRA,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",Qualification,Boulder • Women,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022-Qualification-5",3,3
